season,game_date,season_type,away_team,home_team,matchup
2024-25,2024-12-28,regular,Detroit Pistons,Denver Nuggets,DET@DEN
2024-25,2024-12-28,regular,Miami Heat,Atlanta Hawks,MIA@ATL
2024-25,2024-12-28,regular,Milwaukee Bucks,Chicago Bulls,MIL@CHI
2024-25,2024-12-28,regular,New York Knicks,Washington Wizards,NYK@WAS
2024-25,2024-12-28,regular,Oklahoma City Thunder,Charlotte Hornets,OKC@CHA
2024-25,2024-12-28,regular,Philadelphia 76ers,Utah Jazz,PHI@UTA
2024-25,2024-12-28,regular,Phoenix Suns,Golden State Warriors,PHX@GSW
2024-25,2024-12-28,regular,Sacramento Kings,Los Angeles Lakers,SAC@LAL
2024-25,2024-12-29,regular,Atlanta Hawks,Toronto Raptors,ATL@TOR
2024-25,2024-12-29,regular,Brooklyn Nets,Orlando Magic,BKN@ORL
2024-25,2024-12-29,regular,Indiana Pacers,Boston Celtics,IND@BOS
2024-25,2024-12-29,regular,Memphis Grizzlies,Oklahoma City Thunder,MEM@OKC
2024-25,2024-12-29,regular,Miami Heat,Houston Rockets,MIA@HOU
2024-25,2024-12-29,regular,San Antonio Spurs,Minnesota Timberwolves,SAS@MIN
2024-25,2024-12-30,regular,Chicago Bulls,Charlotte Hornets,CHI@CHA
2024-25,2024-12-30,regular,Cleveland Cavaliers,Golden State Warriors,CLE@GSW
2024-25,2024-12-30,regular,Dallas Mavericks,Sacramento Kings,DAL@SAC
2024-25,2024-12-30,regular,Denver Nuggets,Utah Jazz,DEN@UTA
2024-25,2024-12-30,regular,LA Clippers,New Orleans Pelicans,LAC@NOP
2024-25,2024-12-30,regular,New York Knicks,Washington Wizards,NYK@WAS
2024-25,2024-12-30,regular,Philadelphia 76ers,Portland Trail Blazers,PHI@POR
2024-25,2024-12-31,regular,Cleveland Cavaliers,Los Angeles Lakers,CLE@LAL
2024-25,2024-12-31,regular,LA Clippers,San Antonio Spurs,LAC@SAS
2024-25,2024-12-31,regular,Memphis Grizzlies,Phoenix Suns,MEM@PHX
2024-25,2024-12-31,regular,Milwaukee Bucks,Indiana Pacers,MIL@IND
2024-25,2024-12-31,regular,Minnesota Timberwolves,Oklahoma City Thunder,MIN@OKC
2024-25,2024-12-31,regular,Toronto Raptors,Boston Celtics,TOR@BOS
2024-25,2025-01-01,regular,Atlanta Hawks,Denver Nuggets,ATL@DEN
2024-25,2025-01-01,regular,Brooklyn Nets,Toronto Raptors,BKN@TOR
2024-25,2025-01-01,regular,Chicago Bulls,Washington Wizards,CHI@WAS
2024-25,2025-01-01,regular,Dallas Mavericks,Houston Rockets,DAL@HOU
2024-25,2025-01-01,regular,New Orleans Pelicans,Miami Heat,NOP@MIA
2024-25,2025-01-01,regular,Orlando Magic,Detroit Pistons,ORL@DET
2024-25,2025-01-01,regular,Philadelphia 76ers,Sacramento Kings,PHI@SAC
2024-25,2025-01-01,regular,Utah Jazz,New York Knicks,UTA@NYK
2024-25,2025-01-02,regular,Brooklyn Nets,Milwaukee Bucks,BKN@MIL
2024-25,2025-01-02,regular,Boston Celtics,Minnesota Timberwolves,BOS@MIN
2024-25,2025-01-02,regular,Indiana Pacers,Miami Heat,IND@MIA
2024-25,2025-01-02,regular,LA Clippers,Oklahoma City Thunder,LAC@OKC
2024-25,2025-01-02,regular,Philadelphia 76ers,Golden State Warriors,PHI@GSW
2024-25,2025-01-02,regular,Portland Trail Blazers,Los Angeles Lakers,POR@LAL
2024-25,2025-01-03,regular,Atlanta Hawks,Los Angeles Lakers,ATL@LAL
2024-25,2025-01-03,regular,Boston Celtics,Houston Rockets,BOS@HOU
2024-25,2025-01-03,regular,Charlotte Hornets,Detroit Pistons,CHA@DET
2024-25,2025-01-03,regular,Cleveland Cavaliers,Dallas Mavericks,CLE@DAL
2024-25,2025-01-03,regular,Memphis Grizzlies,Sacramento Kings,MEM@SAC
2024-25,2025-01-03,regular,New York Knicks,Oklahoma City Thunder,NYK@OKC
2024-25,2025-01-03,regular,Orlando Magic,Toronto Raptors,ORL@TOR
2024-25,2025-01-03,regular,San Antonio Spurs,Denver Nuggets,SAS@DEN
2024-25,2025-01-03,regular,Washington Wizards,New Orleans Pelicans,WAS@NOP
2024-25,2025-01-04,regular,Atlanta Hawks,LA Clippers,ATL@LAC
2024-25,2025-01-04,regular,Denver Nuggets,San Antonio Spurs,DEN@SAS
2024-25,2025-01-04,regular,Memphis Grizzlies,Golden State Warriors,MEM@GSW
2024-25,2025-01-04,regular,Minnesota Timberwolves,Detroit Pistons,MIN@DET
2024-25,2025-01-04,regular,New York Knicks,Chicago Bulls,NYK@CHI
2024-25,2025-01-04,regular,Philadelphia 76ers,Brooklyn Nets,PHI@BKN
2024-25,2025-01-04,regular,Phoenix Suns,Indiana Pacers,PHX@IND
2024-25,2025-01-04,regular,Portland Trail Blazers,Milwaukee Bucks,POR@MIL
2024-25,2025-01-04,regular,Utah Jazz,Miami Heat,UTA@MIA
2024-25,2025-01-05,regular,Boston Celtics,Oklahoma City Thunder,BOS@OKC
2024-25,2025-01-05,regular,Charlotte Hornets,Cleveland Cavaliers,CHA@CLE
2024-25,2025-01-05,regular,Los Angeles Lakers,Houston Rockets,LAL@HOU
2024-25,2025-01-05,regular,New Orleans Pelicans,Washington Wizards,NOP@WAS
2024-25,2025-01-05,regular,Sacramento Kings,Golden State Warriors,SAC@GSW
2024-25,2025-01-05,regular,Utah Jazz,Orlando Magic,UTA@ORL
2024-25,2025-01-06,regular,Dallas Mavericks,Memphis Grizzlies,DAL@MEM
2024-25,2025-01-06,regular,Indiana Pacers,Brooklyn Nets,IND@BKN
2024-25,2025-01-06,regular,LA Clippers,Minnesota Timberwolves,LAC@MIN
2024-25,2025-01-06,regular,Miami Heat,Sacramento Kings,MIA@SAC
2024-25,2025-01-06,regular,Milwaukee Bucks,Toronto Raptors,MIL@TOR
2024-25,2025-01-06,regular,Orlando Magic,New York Knicks,ORL@NYK
2024-25,2025-01-06,regular,Phoenix Suns,Philadelphia 76ers,PHX@PHI
2024-25,2025-01-06,regular,Portland Trail Blazers,Detroit Pistons,POR@DET
2024-25,2025-01-06,regular,San Antonio Spurs,Chicago Bulls,SAS@CHI
2024-25,2025-01-07,regular,Atlanta Hawks,Utah Jazz,ATL@UTA
2024-25,2025-01-07,regular,Boston Celtics,Denver Nuggets,BOS@DEN
2024-25,2025-01-07,regular,Houston Rockets,Washington Wizards,HOU@WAS
2024-25,2025-01-07,regular,Los Angeles Lakers,Dallas Mavericks,LAL@DAL
2024-25,2025-01-07,regular,Miami Heat,Golden State Warriors,MIA@GSW
2024-25,2025-01-07,regular,Minnesota Timberwolves,New Orleans Pelicans,MIN@NOP
2024-25,2025-01-07,regular,Phoenix Suns,Charlotte Hornets,PHX@CHA
2024-25,2025-01-08,regular,Chicago Bulls,Indiana Pacers,CHI@IND
2024-25,2025-01-08,regular,Detroit Pistons,Brooklyn Nets,DET@BKN
2024-25,2025-01-08,regular,LA Clippers,Denver Nuggets,LAC@DEN
2024-25,2025-01-08,regular,Oklahoma City Thunder,Cleveland Cavaliers,OKC@CLE
2024-25,2025-01-08,regular,Portland Trail Blazers,New Orleans Pelicans,POR@NOP
2024-25,2025-01-08,regular,San Antonio Spurs,Milwaukee Bucks,SAS@MIL
2024-25,2025-01-08,regular,Toronto Raptors,New York Knicks,TOR@NYK
2024-25,2025-01-08,regular,Washington Wizards,Philadelphia 76ers,WAS@PHI
2024-25,2025-01-09,regular,Atlanta Hawks,Phoenix Suns,ATL@PHX
2024-25,2025-01-09,regular,Golden State Warriors,Detroit Pistons,GSW@DET
2024-25,2025-01-09,regular,Houston Rockets,Memphis Grizzlies,HOU@MEM
2024-25,2025-01-09,regular,Miami Heat,Utah Jazz,MIA@UTA
2024-25,2025-01-09,regular,Minnesota Timberwolves,Orlando Magic,MIN@ORL
2024-25,2025-01-09,regular,Portland Trail Blazers,Dallas Mavericks,POR@DAL
2024-25,2025-01-09,regular,Toronto Raptors,Cleveland Cavaliers,TOR@CLE
2024-25,2025-01-10,regular,Brooklyn Nets,Denver Nuggets,BKN@DEN
2024-25,2025-01-10,regular,Golden State Warriors,Indiana Pacers,GSW@IND
2024-25,2025-01-10,regular,Milwaukee Bucks,Orlando Magic,MIL@ORL
2024-25,2025-01-10,regular,New Orleans Pelicans,Philadelphia 76ers,NOP@PHI
2024-25,2025-01-10,regular,Oklahoma City Thunder,New York Knicks,OKC@NYK
2024-25,2025-01-10,regular,Sacramento Kings,Boston Celtics,SAC@BOS
2024-25,2025-01-10,regular,Washington Wizards,Chicago Bulls,WAS@CHI
2024-25,2025-01-11,regular,Memphis Grizzlies,Minnesota Timberwolves,MEM@MIN
2024-25,2025-01-11,regular,Miami Heat,Portland Trail Blazers,MIA@POR
2024-25,2025-01-11,regular,Toronto Raptors,Detroit Pistons,TOR@DET
2024-25,2025-01-11,regular,Utah Jazz,Phoenix Suns,UTA@PHX
2024-25,2025-01-12,regular,Brooklyn Nets,Utah Jazz,BKN@UTA
2024-25,2025-01-12,regular,Charlotte Hornets,Phoenix Suns,CHA@PHX
2024-25,2025-01-12,regular,Denver Nuggets,Dallas Mavericks,DEN@DAL
2024-25,2025-01-12,regular,Indiana Pacers,Cleveland Cavaliers,IND@CLE
2024-25,2025-01-12,regular,Milwaukee Bucks,New York Knicks,MIL@NYK
2024-25,2025-01-12,regular,New Orleans Pelicans,Boston Celtics,NOP@BOS
2024-25,2025-01-12,regular,Oklahoma City Thunder,Washington Wizards,OKC@WAS
2024-25,2025-01-12,regular,Philadelphia 76ers,Orlando Magic,PHI@ORL
2024-25,2025-01-12,regular,Sacramento Kings,Chicago Bulls,SAC@CHI
2024-25,2025-01-13,regular,Detroit Pistons,New York Knicks,DET@NYK
2024-25,2025-01-13,regular,Golden State Warriors,Toronto Raptors,GSW@TOR
2024-25,2025-01-13,regular,Memphis Grizzlies,Houston Rockets,MEM@HOU
2024-25,2025-01-13,regular,Miami Heat,LA Clippers,MIA@LAC
2024-25,2025-01-13,regular,Minnesota Timberwolves,Washington Wizards,MIN@WAS
2024-25,2025-01-13,regular,San Antonio Spurs,Los Angeles Lakers,SAS@LAL
2024-25,2025-01-14,regular,Brooklyn Nets,Portland Trail Blazers,BKN@POR
2024-25,2025-01-14,regular,Cleveland Cavaliers,Indiana Pacers,CLE@IND
2024-25,2025-01-14,regular,Denver Nuggets,Dallas Mavericks,DEN@DAL
2024-25,2025-01-14,regular,New Orleans Pelicans,Chicago Bulls,NOP@CHI
2024-25,2025-01-14,regular,Oklahoma City Thunder,Philadelphia 76ers,OKC@PHI
2024-25,2025-01-14,regular,Phoenix Suns,Atlanta Hawks,PHX@ATL
2024-25,2025-01-14,regular,Sacramento Kings,Milwaukee Bucks,SAC@MIL
2024-25,2025-01-15,regular,Atlanta Hawks,Chicago Bulls,ATL@CHI
2024-25,2025-01-15,regular,Brooklyn Nets,LA Clippers,BKN@LAC
2024-25,2025-01-15,regular,Boston Celtics,Toronto Raptors,BOS@TOR
2024-25,2025-01-15,regular,Charlotte Hornets,Utah Jazz,CHA@UTA
2024-25,2025-01-15,regular,Dallas Mavericks,New Orleans Pelicans,DAL@NOP
2024-25,2025-01-15,regular,Golden State Warriors,Minnesota Timberwolves,GSW@MIN
2024-25,2025-01-15,regular,Houston Rockets,Denver Nuggets,HOU@DEN
2024-25,2025-01-15,regular,Memphis Grizzlies,San Antonio Spurs,MEM@SAS
2024-25,2025-01-15,regular,Miami Heat,Los Angeles Lakers,MIA@LAL
2024-25,2025-01-15,regular,New York Knicks,Philadelphia 76ers,NYK@PHI
2024-25,2025-01-15,regular,Orlando Magic,Milwaukee Bucks,ORL@MIL
2024-25,2025-01-16,regular,Cleveland Cavaliers,Oklahoma City Thunder,CLE@OKC
2024-25,2025-01-16,regular,Houston Rockets,Sacramento Kings,HOU@SAC
2024-25,2025-01-16,regular,Indiana Pacers,Detroit Pistons,IND@DET
2024-25,2025-01-16,regular,LA Clippers,Portland Trail Blazers,LAC@POR
2024-25,2025-01-16,regular,Phoenix Suns,Washington Wizards,PHX@WAS
2024-25,2025-01-17,regular,Brooklyn Nets,Los Angeles Lakers,BKN@LAL
2024-25,2025-01-17,regular,Charlotte Hornets,Chicago Bulls,CHA@CHI
2024-25,2025-01-17,regular,Denver Nuggets,Miami Heat,DEN@MIA
2024-25,2025-01-17,regular,Memphis Grizzlies,San Antonio Spurs,MEM@SAS
2024-25,2025-01-17,regular,Minnesota Timberwolves,New York Knicks,MIN@NYK
2024-25,2025-01-17,regular,Oklahoma City Thunder,Dallas Mavericks,OKC@DAL
2024-25,2025-01-17,regular,Orlando Magic,Boston Celtics,ORL@BOS
2024-25,2025-01-17,regular,Toronto Raptors,Milwaukee Bucks,TOR@MIL
2024-25,2025-01-17,regular,Utah Jazz,New Orleans Pelicans,UTA@NOP
2024-25,2025-01-18,regular,Atlanta Hawks,Boston Celtics,ATL@BOS
2024-25,2025-01-18,regular,Cleveland Cavaliers,Minnesota Timberwolves,CLE@MIN
2024-25,2025-01-18,regular,Houston Rockets,Portland Trail Blazers,HOU@POR
2024-25,2025-01-18,regular,Philadelphia 76ers,Indiana Pacers,PHI@IND
2024-25,2025-01-18,regular,Phoenix Suns,Detroit Pistons,PHX@DET
2024-25,2025-01-18,regular,Washington Wizards,Golden State Warriors,WAS@GSW
2024-25,2025-01-19,regular,Brooklyn Nets,Oklahoma City Thunder,BKN@OKC
2024-25,2025-01-19,regular,Chicago Bulls,Portland Trail Blazers,CHI@POR
2024-25,2025-01-19,regular,Denver Nuggets,Orlando Magic,DEN@ORL
2024-25,2025-01-19,regular,Los Angeles Lakers,LA Clippers,LAL@LAC
2024-25,2025-01-19,regular,Philadelphia 76ers,Milwaukee Bucks,PHI@MIL
2024-25,2025-01-19,regular,San Antonio Spurs,Miami Heat,SAS@MIA
2024-25,2025-01-19,regular,Washington Wizards,Sacramento Kings,WAS@SAC
2024-25,2025-01-20,regular,Atlanta Hawks,New York Knicks,ATL@NYK
2024-25,2025-01-20,regular,Boston Celtics,Golden State Warriors,BOS@GSW
2024-25,2025-01-20,regular,Chicago Bulls,LA Clippers,CHI@LAC
2024-25,2025-01-20,regular,Dallas Mavericks,Charlotte Hornets,DAL@CHA
2024-25,2025-01-20,regular,Detroit Pistons,Houston Rockets,DET@HOU
2024-25,2025-01-20,regular,Minnesota Timberwolves,Memphis Grizzlies,MIN@MEM
2024-25,2025-01-20,regular,Phoenix Suns,Cleveland Cavaliers,PHX@CLE
2024-25,2025-01-20,regular,Utah Jazz,New Orleans Pelicans,UTA@NOP
2024-25,2025-01-21,regular,New York Knicks,Brooklyn Nets,NYK@BKN
2024-25,2025-01-21,regular,Orlando Magic,Toronto Raptors,ORL@TOR
2024-25,2025-01-21,regular,Philadelphia 76ers,Denver Nuggets,PHI@DEN
2024-25,2025-01-21,regular,Portland Trail Blazers,Miami Heat,POR@MIA
2024-25,2025-01-21,regular,Washington Wizards,Los Angeles Lakers,WAS@LAL
2024-25,2025-01-22,regular,Boston Celtics,LA Clippers,BOS@LAC
2024-25,2025-01-22,regular,Charlotte Hornets,Memphis Grizzlies,CHA@MEM
2024-25,2025-01-22,regular,Cleveland Cavaliers,Houston Rockets,CLE@HOU
2024-25,2025-01-22,regular,Detroit Pistons,Atlanta Hawks,DET@ATL
2024-25,2025-01-22,regular,Golden State Warriors,Sacramento Kings,GSW@SAC
2024-25,2025-01-22,regular,Minnesota Timberwolves,Dallas Mavericks,MIN@DAL
2024-25,2025-01-22,regular,Phoenix Suns,Brooklyn Nets,PHX@BKN
2024-25,2025-01-22,regular,Utah Jazz,Oklahoma City Thunder,UTA@OKC
2024-25,2025-01-23,regular,Boston Celtics,Los Angeles Lakers,BOS@LAL
2024-25,2025-01-23,regular,Chicago Bulls,Golden State Warriors,CHI@GSW
2024-25,2025-01-23,regular,Dallas Mavericks,Oklahoma City Thunder,DAL@OKC
2024-25,2025-01-23,regular,Miami Heat,Milwaukee Bucks,MIA@MIL
2024-25,2025-01-23,regular,Portland Trail Blazers,Orlando Magic,POR@ORL
2024-25,2025-01-23,regular,Sacramento Kings,Denver Nuggets,SAC@DEN
2024-25,2025-01-23,regular,San Antonio Spurs,Indiana Pacers,SAS@IND
2024-25,2025-01-23,regular,Toronto Raptors,Atlanta Hawks,TOR@ATL
2024-25,2025-01-23,regular,Washington Wizards,LA Clippers,WAS@LAC
2024-25,2025-01-24,regular,Cleveland Cavaliers,Philadelphia 76ers,CLE@PHI
2024-25,2025-01-24,regular,New Orleans Pelicans,Memphis Grizzlies,NOP@MEM
2024-25,2025-01-24,regular,Portland Trail Blazers,Charlotte Hornets,POR@CHA
2024-25,2025-01-25,regular,Boston Celtics,Dallas Mavericks,BOS@DAL
2024-25,2025-01-25,regular,Denver Nuggets,Minnesota Timberwolves,DEN@MIN
2024-25,2025-01-25,regular,Detroit Pistons,Orlando Magic,DET@ORL
2024-25,2025-01-25,regular,Houston Rockets,Cleveland Cavaliers,HOU@CLE
2024-25,2025-01-25,regular,Indiana Pacers,San Antonio Spurs,IND@SAS
2024-25,2025-01-25,regular,Los Angeles Lakers,Golden State Warriors,LAL@GSW
2024-25,2025-01-25,regular,Miami Heat,Brooklyn Nets,MIA@BKN
2024-25,2025-01-25,regular,Milwaukee Bucks,LA Clippers,MIL@LAC
2024-25,2025-01-25,regular,New Orleans Pelicans,Charlotte Hornets,NOP@CHA
2024-25,2025-01-25,regular,Philadelphia 76ers,Chicago Bulls,PHI@CHI
2024-25,2025-01-25,regular,Sacramento Kings,New York Knicks,SAC@NYK
2024-25,2025-01-25,regular,Toronto Raptors,Atlanta Hawks,TOR@ATL
2024-25,2025-01-25,regular,Utah Jazz,Memphis Grizzlies,UTA@MEM
2024-25,2025-01-25,regular,Washington Wizards,Phoenix Suns,WAS@PHX
2024-25,2025-01-26,regular,Oklahoma City Thunder,Portland Trail Blazers,OKC@POR
2024-25,2025-01-27,regular,Atlanta Hawks,Minnesota Timberwolves,ATL@MIN
2024-25,2025-01-27,regular,Denver Nuggets,Chicago Bulls,DEN@CHI
2024-25,2025-01-27,regular,Detroit Pistons,Cleveland Cavaliers,DET@CLE
2024-25,2025-01-27,regular,Houston Rockets,Boston Celtics,HOU@BOS
2024-25,2025-01-27,regular,LA Clippers,Phoenix Suns,LAC@PHX
2024-25,2025-01-27,regular,Los Angeles Lakers,Charlotte Hornets,LAL@CHA
2024-25,2025-01-27,regular,Memphis Grizzlies,New York Knicks,MEM@NYK
2024-25,2025-01-27,regular,Milwaukee Bucks,Utah Jazz,MIL@UTA
2024-25,2025-01-27,regular,New Orleans Pelicans,Toronto Raptors,NOP@TOR
2024-25,2025-01-27,regular,Orlando Magic,Miami Heat,ORL@MIA
2024-25,2025-01-27,regular,Sacramento Kings,Brooklyn Nets,SAC@BKN
2024-25,2025-01-27,regular,Washington Wizards,Dallas Mavericks,WAS@DAL
2024-25,2025-01-28,regular,Houston Rockets,Atlanta Hawks,HOU@ATL
2024-25,2025-01-28,regular,Los Angeles Lakers,Philadelphia 76ers,LAL@PHI
2024-25,2025-01-28,regular,Milwaukee Bucks,Portland Trail Blazers,MIL@POR
2024-25,2025-01-28,regular,Utah Jazz,Golden State Warriors,UTA@GSW
2024-25,2025-01-29,regular,Brooklyn Nets,Charlotte Hornets,BKN@CHA
2024-25,2025-01-29,regular,Chicago Bulls,Boston Celtics,CHI@BOS
2024-25,2025-01-29,regular,Cleveland Cavaliers,Miami Heat,CLE@MIA
2024-25,2025-01-29,regular,Dallas Mavericks,New Orleans Pelicans,DAL@NOP
2024-25,2025-01-29,regular,Denver Nuggets,New York Knicks,DEN@NYK
2024-25,2025-01-29,regular,Detroit Pistons,Indiana Pacers,DET@IND
2024-25,2025-01-29,regular,LA Clippers,San Antonio Spurs,LAC@SAS
2024-25,2025-01-29,regular,Minnesota Timberwolves,Phoenix Suns,MIN@PHX
2024-25,2025-01-29,regular,Oklahoma City Thunder,Golden State Warriors,OKC@GSW
2024-25,2025-01-29,regular,Sacramento Kings,Philadelphia 76ers,SAC@PHI
2024-25,2025-01-29,regular,Toronto Raptors,Washington Wizards,TOR@WAS
2024-25,2025-01-30,regular,Atlanta Hawks,Cleveland Cavaliers,ATL@CLE
2024-25,2025-01-30,regular,Houston Rockets,Memphis Grizzlies,HOU@MEM
2024-25,2025-01-30,regular,Los Angeles Lakers,Washington Wizards,LAL@WAS
2024-25,2025-01-30,regular,Minnesota Timberwolves,Utah Jazz,MIN@UTA
2024-25,2025-01-30,regular,Orlando Magic,Portland Trail Blazers,ORL@POR
2024-25,2025-01-31,regular,Boston Celtics,New Orleans Pelicans,BOS@NOP
2024-25,2025-01-31,regular,Chicago Bulls,Toronto Raptors,CHI@TOR
2024-25,2025-01-31,regular,Dallas Mavericks,Detroit Pistons,DAL@DET
2024-25,2025-01-31,regular,Denver Nuggets,Philadelphia 76ers,DEN@PHI
2024-25,2025-01-31,regular,LA Clippers,Charlotte Hornets,LAC@CHA
2024-25,2025-01-31,regular,Milwaukee Bucks,San Antonio Spurs,MIL@SAS
2024-25,2025-01-31,regular,Phoenix Suns,Golden State Warriors,PHX@GSW
2024-25,2025-02-01,regular,Atlanta Hawks,Indiana Pacers,ATL@IND
2024-25,2025-02-01,regular,Brooklyn Nets,Houston Rockets,BKN@HOU
2024-25,2025-02-01,regular,Denver Nuggets,Charlotte Hornets,DEN@CHA
2024-25,2025-02-01,regular,Los Angeles Lakers,New York Knicks,LAL@NYK
2024-25,2025-02-01,regular,Miami Heat,San Antonio Spurs,MIA@SAS
2024-25,2025-02-01,regular,Orlando Magic,Utah Jazz,ORL@UTA
2024-25,2025-02-01,regular,Phoenix Suns,Portland Trail Blazers,PHX@POR
2024-25,2025-02-01,regular,Sacramento Kings,Oklahoma City Thunder,SAC@OKC
2024-25,2025-02-01,regular,Washington Wizards,Minnesota Timberwolves,WAS@MIN
2024-25,2025-02-02,regular,Boston Celtics,Philadelphia 76ers,BOS@PHI
2024-25,2025-02-02,regular,Chicago Bulls,Detroit Pistons,CHI@DET
2024-25,2025-02-02,regular,Dallas Mavericks,Cleveland Cavaliers,DAL@CLE
2024-25,2025-02-02,regular,LA Clippers,Toronto Raptors,LAC@TOR
2024-25,2025-02-02,regular,Memphis Grizzlies,Milwaukee Bucks,MEM@MIL
2024-25,2025-02-03,regular,Atlanta Hawks,Detroit Pistons,ATL@DET
2024-25,2025-02-03,regular,Houston Rockets,New York Knicks,HOU@NYK
2024-25,2025-02-03,regular,Indiana Pacers,Utah Jazz,IND@UTA
2024-25,2025-02-03,regular,Milwaukee Bucks,Oklahoma City Thunder,MIL@OKC
2024-25,2025-02-03,regular,New Orleans Pelicans,Denver Nuggets,NOP@DEN
2024-25,2025-02-03,regular,Orlando Magic,Golden State Warriors,ORL@GSW
2024-25,2025-02-03,regular,Phoenix Suns,Portland Trail Blazers,PHX@POR
2024-25,2025-02-03,regular,Sacramento Kings,Minnesota Timberwolves,SAC@MIN
2024-25,2025-02-03,regular,San Antonio Spurs,Memphis Grizzlies,SAS@MEM
2024-25,2025-02-03,regular,Washington Wizards,Charlotte Hornets,WAS@CHA
2024-25,2025-02-04,regular,Boston Celtics,Cleveland Cavaliers,BOS@CLE
2024-25,2025-02-04,regular,Dallas Mavericks,Philadelphia 76ers,DAL@PHI
2024-25,2025-02-04,regular,Houston Rockets,Brooklyn Nets,HOU@BKN
2024-25,2025-02-04,regular,Indiana Pacers,Portland Trail Blazers,IND@POR
2024-25,2025-02-04,regular,Los Angeles Lakers,LA Clippers,LAL@LAC
2024-25,2025-02-04,regular,Miami Heat,Chicago Bulls,MIA@CHI
2024-25,2025-02-04,regular,New York Knicks,Toronto Raptors,NYK@TOR
2024-25,2025-02-05,regular,Chicago Bulls,Minnesota Timberwolves,CHI@MIN
2024-25,2025-02-05,regular,Cleveland Cavaliers,Detroit Pistons,CLE@DET
2024-25,2025-02-05,regular,Golden State Warriors,Utah Jazz,GSW@UTA
2024-25,2025-02-05,regular,Memphis Grizzlies,Toronto Raptors,MEM@TOR
2024-25,2025-02-05,regular,Miami Heat,Philadelphia 76ers,MIA@PHI
2024-25,2025-02-05,regular,Milwaukee Bucks,Charlotte Hornets,MIL@CHA
2024-25,2025-02-05,regular,New Orleans Pelicans,Denver Nuggets,NOP@DEN
2024-25,2025-02-05,regular,Orlando Magic,Sacramento Kings,ORL@SAC
2024-25,2025-02-05,regular,Phoenix Suns,Oklahoma City Thunder,PHX@OKC
2024-25,2025-02-05,regular,San Antonio Spurs,Atlanta Hawks,SAS@ATL
2024-25,2025-02-05,regular,Washington Wizards,Brooklyn Nets,WAS@BKN
2024-25,2025-02-06,regular,Dallas Mavericks,Boston Celtics,DAL@BOS
2024-25,2025-02-06,regular,Golden State Warriors,Los Angeles Lakers,GSW@LAL
2024-25,2025-02-06,regular,Houston Rockets,Minnesota Timberwolves,HOU@MIN
2024-25,2025-02-06,regular,Indiana Pacers,LA Clippers,IND@LAC
2024-25,2025-02-06,regular,Orlando Magic,Denver Nuggets,ORL@DEN
2024-25,2025-02-06,regular,Sacramento Kings,Portland Trail Blazers,SAC@POR
2024-25,2025-02-07,regular,Cleveland Cavaliers,Washington Wizards,CLE@WAS
2024-25,2025-02-07,regular,Miami Heat,Brooklyn Nets,MIA@BKN
2024-25,2025-02-07,regular,Milwaukee Bucks,Atlanta Hawks,MIL@ATL
2024-25,2025-02-07,regular,Philadelphia 76ers,Detroit Pistons,PHI@DET
2024-25,2025-02-07,regular,San Antonio Spurs,Charlotte Hornets,SAS@CHA
2024-25,2025-02-07,regular,Toronto Raptors,Oklahoma City Thunder,TOR@OKC
2024-25,2025-02-07,regular,Utah Jazz,Phoenix Suns,UTA@PHX
2024-25,2025-02-08,regular,Atlanta Hawks,Washington Wizards,ATL@WAS
2024-25,2025-02-08,regular,Boston Celtics,New York Knicks,BOS@NYK
2024-25,2025-02-08,regular,Denver Nuggets,Phoenix Suns,DEN@PHX
2024-25,2025-02-08,regular,Golden State Warriors,Chicago Bulls,GSW@CHI
2024-25,2025-02-08,regular,Houston Rockets,Dallas Mavericks,HOU@DAL
2024-25,2025-02-08,regular,Indiana Pacers,Los Angeles Lakers,IND@LAL
2024-25,2025-02-08,regular,New Orleans Pelicans,Sacramento Kings,NOP@SAC
2024-25,2025-02-08,regular,Oklahoma City Thunder,Memphis Grizzlies,OKC@MEM
2024-25,2025-02-08,regular,Portland Trail Blazers,Minnesota Timberwolves,POR@MIN
2024-25,2025-02-08,regular,San Antonio Spurs,Orlando Magic,SAS@ORL
2024-25,2025-02-08,regular,Utah Jazz,LA Clippers,UTA@LAC
2024-25,2025-02-09,regular,Charlotte Hornets,Detroit Pistons,CHA@DET
2024-25,2025-02-09,regular,Philadelphia 76ers,Milwaukee Bucks,PHI@MIL
2024-25,2025-02-09,regular,Toronto Raptors,Houston Rockets,TOR@HOU
2024-25,2025-02-10,regular,Atlanta Hawks,Orlando Magic,ATL@ORL
2024-25,2025-02-10,regular,Boston Celtics,Miami Heat,BOS@MIA
2024-25,2025-02-10,regular,Charlotte Hornets,Brooklyn Nets,CHA@BKN
2024-25,2025-02-10,regular,Golden State Warriors,Milwaukee Bucks,GSW@MIL
2024-25,2025-02-10,regular,Minnesota Timberwolves,Cleveland Cavaliers,MIN@CLE
2024-25,2025-02-10,regular,New Orleans Pelicans,Oklahoma City Thunder,NOP@OKC
2024-25,2025-02-10,regular,Portland Trail Blazers,Denver Nuggets,POR@DEN
2024-25,2025-02-10,regular,Sacramento Kings,Dallas Mavericks,SAC@DAL
2024-25,2025-02-10,regular,San Antonio Spurs,Washington Wizards,SAS@WAS
2024-25,2025-02-10,regular,Utah Jazz,Los Angeles Lakers,UTA@LAL
2024-25,2025-02-11,regular,Detroit Pistons,Chicago Bulls,DET@CHI
